,0
706,"L&#39;ambassade du Maroc en Suisse doit être contrôlée pour voir la qualité de ses services et de ceux qu&#39;elle ne rendent pas aux marocains résidents en Suisse qui ferment les yeux et ont intérêt à  obtenir leur passeports et cartes d&#39;identité sans problèmes. <br><br>L&#39;ambassade Suisse sert les intérêts de ses citoyens e Suisse, investit beaucoup d&#39;énergie et de savoir faire pour faciliter les démarches et pour les Suisses et pour les investisseurs marocains qui désirent investir en Suisse. <br><br>Mais L&#39;ambassade Marocaine ne fait pas pareil pour les investisseurs Suisses, leur complique les démarches, j&#39;étais surprise d&#39;écouter un investisseur Suisse de Genève me raconter son mécontentement vis à  vis de cette ambassade. <br><br>Mais les Suisse investisseurs au Maroc se plaignent des démarches de ces fonctionnaires marocains sur le sol Suisse  qui ne font rien pour les  faciliter. Le Suisse n&#39; a pas l&#39;habitude de donner du bakchich à  son administration parfaite d&#39;ailleurs et qui lui envoie ses papiers jusqu&#39;à chez lui! <br><br>L&#39;ambassade quand il contraire le Suisse et lui parle de règles et lois, ses fonctionnaires s&#39;attendent à  ce que le Demandeur Suisse ou marocains lui donne un gros bakchic sinon ils n&#39;auront pas leur papiers d&#39;investissement comme ils le veulent... <br><br>Étant d&#39;origine Marocaines, une fois j&#39; avais fait les démarches pour mon passeport marocain,  quand j&#39;ai payé, le fonctionnaire m&#39;a dit qu&#39;il n&#39;a pas la monnaie pour que je lui laisse le reste. Comme au Maroc, c&#39;est une astuce car il a la monnaie. <br><br>En plus il faut aller  chercher le passeport une fois prêt, il n&#39;a y a que les marocains qui corrompent L&#39;ambassade qui reçoivent leur passeports chez eux et c&#39;est un fonctionnaire qui les leur amène chez eux. <br><br>Depuis je n&#39;ai plus renouvelé mon passeport marocain. Étant naturalisée je voyage avec mon passeport Suisse que je reçois chez moi comme tous les Suisses.  Et pour une autre raison c&#39;est que L&#39;ambassade du Maroc se trouve à Berne en Suisse côté alémanique, très  loin de Lausanne où j&#39;habites, L&#39;ambassade ne répond pas souvent et vous avez le risque d&#39;aller sans téléphoner pour la trouver fermée, fête nationale ou autres... <br><br>Pour ce qui est du consulat marocain à  Genève qui est pas loin comme L&#39;ambassade. Je ne sais pas à  quoi sert ce consulat qui ne livre ni passeports ni carte d&#39;identitée... <br><br>J&#39;ai eu le malheur de faire appel à leurs service, une incompétence et malhonnêteté incomparables ! J&#39;étais prise en otage par un hôtel 5* à Marrakech au Maroc, le Kenzi Rose Garden ancien Kenzi Farah. <br><br>- veuillez lire les délais dessous- Et j&#39;ai contaté  L&#39;ambassade et le consulat pour qu&#39;ils transmettent mon dossier aux autorités Marocaines vu que le ministère du tourisme ne répondait pas ni aucun ministère personne au Maroc ne m&#39;a répondu. <br><br>L&#39;ambassade n&#39;a rien fait, j&#39;ai attendu une année avant de la relancer j&#39;étais en colère, au lieu de répondre par e-mail, pour ne pas laisser de traces, un fonctionnaire m&#39; a téléphoné pour me dire non, alors je lui ai envoyé un email et à  plusieurs administrations en laissant les adresses emails visibles ...C&#39;était gênant j&#39;ai écris que L&#39;ambassade m&#39;a téléphoné et a refusé de transmettre mon dossier par téléphone. <br><br>Suite à cet envoi d&#39;email, j&#39;ai reçu un appel de L&#39;ambassade, mais je n&#39;ai pas répondu. Je n&#39;avais plus confiance. <br><br>Et j&#39;ai publié  partout que L&#39;ambassade a refusé de transmettre mon dossier au Maroc, et que j&#39;ai encore recu un deuxième appel, qui sert à  rien! <br><br>L&#39;ambassade avait le dossier de  l&#39;incident complet et que ma vie ainsi que la vie de m&#39;a famille est en danger, car le gérant des hôtels kenzi a menacé ma famille  au Maroc en envoyant deux personnes à  leur domicile, j&#39;ai l&#39;email que j&#39;ai envoyé à  ce gérant, ses hommes ont été vu par des témoins et la résidence de ma famille est équipée de caméras. <br><br>Ce gérant n&#39;est autre que Monsieur Abdellatif Khabbaj, ancien conseiller de Sa Majesté le Roi du Maroc, président de la confédération nationale du tourismse jusqu&#39;à cet été. Un abus de pouvoir! <br><br>À  quoi nous sert une telle ambassade ? <br><br>Comment investir au Maroc alors que la sécurité n&#39;y est plus. Et ce sont les privés&amp;Fonctionnaires qui nuisent à  son économie... <br><br>Sur TripAdvisoron mon commentaire sur l&#39;hôtel, initulé &quot; ABUS&amp;MENACES&amp;PRISE D&#39;OTAGE PAR L&#39;HÔTEL&quot; Février 2020. Mon Profil : Fatna/Suisse. <br><br>Les journaux africains appartiennent à  des européens, suisses. L&#39; incident à été publié à  ce jour dans 333 journal à l&#39;international  plus les réseaux sociaux&amp;Emails&amp; Interviews. <br><br><a href=""https://agencedepressepanafricaine.com/maroc-arnaque-de-touristes-lhotel-kenzi-rose-garden-a-lindex"">https://agencedepressepanafricaine.com/maroc-arnaque-de-touristes-lhotel-kenzi-rose-garden-a-lindex</a> <br><br><a href=""https://croissanceafrique.com/index.php/2020/12/12/maroc-anarque-a-ciel-ouvert-a-lhotel-kenzi-rose-garden-une-p"">https://croissanceafrique.com/index.php/2020/12/12/maroc-anarque-a-ciel-ouvert-a-lhotel-kenzi-rose-garden-une-p</a> <br><br>J&#39;ai demandé l&#39;aide ailleurs, <br>Dessous un des retours à l&#39;international : <br><br><br>&quot;De Muynck Eric - B1. 3<br><br><br>Àfatna.sarreti@yahoo.comet 1 autres<br><br><br>6 juil. à <a href=""https://www.youtube.com/watch?v=VtXuGg0Qkro&amp;t=15m51s"">15:51</a><br><br><br>Chère Madame, <br><br>Nous avons bien reçu votre message qui a retenu toute notre attention. <br><br>Nous ferons le meilleur usage de cette information. <br><br>Cordialement, <br><br>Eric De Muynck <br><br>Représentation permanente de la Belgique auprès de l&#39;Union européenne &quot;."
707,amazing..
708,30% of Montenegro was Albania!<br>Ulqin rozhaje berane plava gusije <br>Tuzi tivar!! <br><br>Montenegro was Cetinje
709,🇲🇪🇲🇪🇲🇪
710,💓💓💓💓💓💓💓💓💓
711,"It&#39;s the 7th deepest gorge, not 2nd, this bothered me but didn&#39;t detract from how excited I am to visit. And happy to see a Balkan state has, it seems, recovered from its recent past."
712,"I&#39;ve been here this summer⛵⚓❤ Amazing places😍 One of the best trip in my life✈ Great people, good good, fantastic nature🌺"
713,#1 The Capital. Bring a Truck.
714,Oh communist Canada<br>The home of the woke
715,Ilove Canada🇨🇦♥️
716,Good
717,"Like it the quitness and the nature this is life like canads😍<a href=""http://www.youtube.com/results?search_query=%23ramazanncankan"">#ramazanncankan</a>"
718,"<a href=""https://www.youtube.com/watch?v=BHdIQy00_p4&amp;t=4m01s"">4:01</a> &quot; on your left &quot;                            Anybody remember...?"
719,Yo
720,Nothing can beat Canada&#39;s beauty. It&#39;s like a heaven on Earth.
721,"Here are some famous saying from Canada that you may want to listen: <a href=""https://www.youtube.com/watch?v=bvc1mWIi9kM"">https://www.youtube.com/watch?v=bvc1mWIi9kM</a>"
722,Lovely video mate
723,"I&#39;d love to see Canada, I&#39;m in love with Calgary,Alberta"
724,"like <a href=""https://youtube.com/channel/UCb9U44wxfdhGbAvUaBLYB6g"">https://youtube.com/channel/UCb9U44wxfdhGbAvUaBLYB6g</a> the"
725,I think not including Ottawa is a mistake! It is central to visiting Canada!
726,Every each of Canada is photogenic 👍
727,Travel to chilliwack :D
728,Im born în canada
729,damn mark lee grew up in a beautiful place😩
730,"<a href=""https://youtube.com/channel/UCcun6Dz6YqawLRjQ0qKbTyw%F0%9F%98%A8%F0%9F%98%A8%F0%9F%98%A8%F0%9F%98%A8%F0%9F%98%A8%F0%9F%98%A1%F0%9F%98%A1%F0%9F%98%A1%F0%9F%98%A1%F0%9F%98%8D%F0%9F%98%8D%F0%9F%98%8D%F0%9F%98%8D%F0%9F%98%8D%F0%9F%98%9C%F0%9F%98%9C"">https://youtube.com/channel/UCcun6Dz6YqawLRjQ0qKbTyw😨😨😨😨😨😡😡😡😡😍😍😍😍😍😜😜</a>"
731,Nice video
732,Very nice place
733,Catholic Spain 🇪🇸 🙏🏻 and The Catholic Monarchs of Spain 🇪🇸 🙏🏻 👑
734,Espana es me pais
735,"Todas las ciudades que han puesto me parecen muy bien pero teniendo un país tan BELLO Y TAN COMPLETO he echado de menos a los centros históricos de CÁDIZ, CÁCERES, SEGOVIA, OVIEDO, SANTANDER,LEÓN, BURGOS,ZARAGOZA,TENERIFE,LANZAROTE"
736,"Como Barcelona,Sitges y Cadaques,no hay nada,lo mas hermoso del mundo,con sus playas y su belleza,saludos desde Asia."
737,Just took a 23ndME DNA test- I am half Spain-Portuguese!!! Very proud :D
738,Make no mistake Spain is a Castilian Fascist Criminal Cartel of Corruption to cover up the Spanish HOLOCAUST of Criminal Terrorist Franco. Spain is a Castilian Chiringuito of Terrorists Criminals like the King of Spain FUGITIVE of justice for criminal.
739,"Beautiful places, I wish I could have visited these places pre covid.  Now it&#39;s impossible."
740,Beautiful relaxing sound 😍I like it 😇thank you for the sharing 🙏😇🙏
741,"Preciosa España, para mí 1 Madrid 2 Toledo 3 Granada 4 Córdoba 5 Sevilla 6 San Sebastián 7 Mallorca"
742,"<a href=""https://youtu.be/8kR7bT8sYS8"">https://youtu.be/8kR7bT8sYS8</a>"
743,"Mallorca 4K:<br><a href=""https://www.youtube.com/watch?v=RVNQZ2lKrHA&amp;t=45s&amp;ab_channel=T%26ETravels"">https://www.youtube.com/watch?v=RVNQZ2lKrHA&amp;t=45s&amp;ab_channel=T%26ETravels</a>"
744,So nice...too many historical places to visit....
745,I love the tour of Spain especially Madrid I love all The Poncho Vida Pagentry social life and people on The street of Madrid Spain Love it Spain
746,"<a href=""https://youtu.be/4oNh-2W6C08"">https://youtu.be/4oNh-2W6C08</a>"
747,Very beautiful 🌹
748,Soon🤗
749,My best wishes for spain. 💕 👍 God bless you. Thanks for everything.
750,"<a href=""https://youtu.be/xqXiKyGtp-ctui"">https://youtu.be/xqXiKyGtp-ctui</a>"
751,🇪🇦spain is my one&#39;s love the world
752,i love spain..!!<br>i hope that spanish people will always be ok and healthy.
753,Thanks
754,"<a href=""https://youtube.com/shorts/9Zh5LsYJMPY?feature=share"">https://youtube.com/shorts/9Zh5LsYJMPY?feature=share</a>"
755,"<a href=""https://youtu.be/HjmdzGqz75E"">https://youtu.be/HjmdzGqz75E</a>"
756,法海雷音如來🙏
757,Im from Philippines and I just want to go to Thailand
758,"Nice! I was there as well | I&#39;m travelling around in Thailand 2022! <a href=""https://youtu.be/eE3dBHMIDIU"">https://youtu.be/eE3dBHMIDIU</a>"
759,BH cosmetics you G and interpersonal czcbgd and interpersonal skills zoo dfgzx
760,I love culture <br>I love Island and Beach <br>I love street foods<br>I love Thai people <br>I love 7 eleven
761,"So Beautiful, wow. Love from India🇮🇳"
762,"Visiting Thailand is a country that is in great demand by tourists, including myself. But does Thailand have a volcanic tourist spot with a power scale of 7-8 VEI? If there was it would definitely be very exciting to see the sights."
763,"<a href=""https://youtu.be/q_AHHj9SntU"">https://youtu.be/q_AHHj9SntU</a>"
764,"wow, i felt like i just took a mini vacation watching this"
765,"Son unos de los <br> <b><a href=""http://hotlove.uno/"">Hotlove.Uno</a></b><br>mañas no se la<br><br>Megan: &#39;&#39;Hotter&#39;&#39;<br>Hopi: &#39;&#39;Sweeter&#39;&#39;<br>Joonie: &#39;&#39;Cooler&#39;&#39;<br>Yoongi: &#39;&#39;Butter&#39;&#39;<br><br>Son unos de los mejores conciertos<br> , no puede ir pero de tan solo verlos desde pantalla, se que estuvo sorprendente."
766,Pattaya?
767,saludos desde México.
768,greetings from México.
769,Maya bay 🥰
770,WOW naex thailand
771,from 🇵🇭 Philippines <br>thailand is such a great and beautiful country ..<br>because of my addiction in bl series thailand I&#39;m very interested in this country ..these year my goal is to travel in thailand ....
772,"😎😎 No wonder why Thailand has been selected as one of the most visited countries in the world for 5 consecutive years. Because the Cost of living is cheap, Complete facilities, Good public utilities, Good transportation, can travel easily and cheaply. The food is delicious and very clean even street food Inexpensive and modern rooms are very luxurious. Thai people are very hospitable and friendly when seeing foreigners.  I hope to go back to Thailand one more time.  😍😍"
773,"it s not located in the Balkans, Balkan is a mountain in Bulgaria, we are far from Bulgaria. There is no Balkan peninsula either. The term is a political term, and so Croatia does not consider itself part of that group. It is a term British coined. Croatia is a south European country.<br>And also you forgot to mention that Adriatic sea is not dangerous :) no big sharks"
774,"<b>Hello, allow me to introduce myself, my name is Abdullah and I would like to give you this message.</b><br><br><b>Do you want to live eternal life?</b><br><br><b>do you want to have everything you desire without getting a job?</b><br><br><b>Read this message to get your answers</b><br><br><b>I want you to know that the Lord (Allah) created this universe and this life.</b><br><br><b>The existence of this universe is evidence of the existence of Allah, the universe can not create itself, The principle of causality applies to the universe.</b><br><br><b>Life is also proof of the existence of Allah because life cannot arise from nothingness even after billions of years of its own, a living cell can not arise from something non-living on its own.</b><br><br><b>If someone says, &quot;Who created Allah?&quot; We will say to him: If someone made a chair, this chair can not eat or drink, but at the same time the person who made the chair can eat and drink, which means that the product features and specifications do not have to be similar to the Features and specifications of the person who  made this product, This universe and this life are created, but Allah who created this universe and this life does not have to be similar to this universe and this life, which means that  he does not have to be a creature like this universe and this life.</b><br><br><b>Allah is one, Allah does not have a mother, father, brother, sister, son, daughter, grandparents, grandchildren, etc. Allah is not one of the human beings who ate, drank, defecated and slept like Gautama Buddha and Jesus Christ. Allah is not Lakshmi or Ganesha or shiva or one of the other idols that cannot even keep flies and insects away from themselves. Allah is the true Lord, All other alleged gods are fake and unreal gods, Like Vishnu, Shiva, Devi, Hanuman, Jesus Christ, etc.</b><br><br><b>Allah sent us prophets and messengers to guide us, All the prophets and messengers told the people to worship Allah alone, not to worship idols or humans or animals or other things like the sun or the moon or etc, because Allah has forbidden this forever, Adam was the first prophet, then the prophets came after him, including Abraham, Moses and Jesus Christ, but when Christians said they believed in the Trinity (Which is originally a stolen idea from pagan religions that preceded Christianity), and when they said that Jesus Christ is God and that he is the son of God (Contradictory descriptions!!!), Allah sent another prophet, He is the Prophet Muhammad and he is the last of the prophets. Allah sent  the Prophet Muhammad to guide the whole world to worship Allah alone, If they become Muslims and follow The Qur&#39;an and the teachings of the Prophet Muhammad, they will enter heaven, and who did not become Muslim and remained on Judaism or Christianity or Atheism or Agnosticism or Buddhism or Satanism or Hinduism or Paganism or any religion other than Islam will enter hell.</b><br><br><b>I would like to introduce the greatest book that exists in the world to you, which is the Qur’an, it is the book of the Lord, Once you read the Qur’an you will feel that it is a special book, if someone asks me what is the evidence that the Qur&#39;an is the book of the Lord, I will say that there is a lot of evidence that the Qur&#39;an is the book of the Lord, such as that the Lord challenged mankind to produce just one chapter like the Qur&#39;an chapters but mankind were unable to , and such as the absence of errors in the Qur&#39;an, and such as Reports of matters of the unseen,  both past and future, There is no doubt that any intelligent person will know that this book is divine.</b><br><br><b>Reading The Qur&#39;an will certainly convert you to Islam unless you are against The Truth, Therefore, I ask you to read the Qur’an with reflect and concentration and to do what is mentioned in it in order to enter a new world after death and to live the eternal life you wish for, and to have all the pleasures you want without getting a job.</b><br><br><b>If you have any questions, find the answers in the right sources and stay away from false sources.</b><br><br><b>I wish you guidance and happiness.</b><br><br><i>__________________________________________________________________</i>"
775,Wonderful video from Croatia ..Paradise in small version ..Woow &gt; Best regards to everybody who was visiting this amazing country .👌🍁🍷🌿💕🍁🤙
776,Good Beutyfull Croacia 🇭🇷 I from spain 🇪🇸 like much your Chanel good filme turism I am speak little bit Ingles lol gretting all
777,"what where is Vis,Brač, Pag itd."
778,Jasenovac
779,Semoga suatu saat nanti bisa jalan2 kesana juga
780,Tempat yang sangat indah
781,Nice video my friends
782,i love croatian people 🙂❤.<br>And this is my dream country. ❤.<br>From philippines. 🙂
783,"Wait, Croatia I am coming from Bangladesh. ❤️❤️❤️❤️"
784,What a magnificent place!
785,Im from croatia😁
786,👍☺
787,ZAKON ZA LJETOVANJE
788,My dream destination...
789,proud to be croat.
790,"Beautiful ZRMANJA river in Croatia.... <a href=""https://youtu.be/YNOb-YASLjM"">https://youtu.be/YNOb-YASLjM</a>"
791,"wwow ... beautiful location and very amazing, worth to visit soon. Right friends? Any opinions? Please comment. City view"
792,"wwow ... beautiful location and very amazing, worth to visit soon. Right friends? Any opinions? Please comment. City view"
793,Galle is my city it is proud to me
794,Your all videos are amazing Very very helpful information about places Love from Pakistan
795,And the Genoa lantern?
796,The most beautiful lighthouse in the world : Cordouan !!!!!
797,thx for this
798,What grand pieces of architecture and history!
799,I have  a lighthouse lesson  thanks  for sharing  with me  😍😍😎😎😎🤩🖤🖤🎊🎉🎉🤩🤩
800,the music hurt this video
801,Adore lighthouses! Thanks!
802,Imo. Portland is the best.
803,"&lt;3 Our world is so wonderful. Ask yourself :  are Your Forefathers who had built all up for you proud of you  today?  What do you do now, in your life to keep and guard it in the same condition ? What do you remark and observe around you what you want your children or grandchildren to see and watch or use....Ask yourself. These questions  I started being interested while I was watching this video. Lighthouses are so unique bulidings they could deserve all to give them the world heritage board in the front of them. &lt;3 Thank you for this beautiful video."
804,No mention of Cordouan or Eddystone...
805,Omnomnom wszystkie moje 🤩
806,Last week my first time to see inside a lighthouse then I start buying lighthouse paintings.
807,"An amazing lighthouse....  <a href=""https://www.youtube.com/watch?v=b87oxoosv5c"">https://www.youtube.com/watch?v=b87oxoosv5c</a>"
808,This makes me want to travel NOW!
809,WoW insane photos did you use a drone?=D
810,Neist point
811,"Currituck Beach Lighthouse  <a href=""https://www.youtube.com/watch?v=b87oxoosv5c"">https://www.youtube.com/watch?v=b87oxoosv5c</a>"
812,👍💖💖
813,"<a href=""https://youtu.be/pQmr7Yp-WL4"">https://youtu.be/pQmr7Yp-WL4</a>"
814,Me segue
815,"Wonderful, only one omission in my opinion, &quot;Dogs Playing Poker&quot;"
816,"Thank,you 😍"
817,You ask most folks in world and they wouldn&#39;t recognize any of these masterpieces<br>Surely a Western and Eurocentric slant<br>Where is Rothko?<br>Where is Rembrandt?<br>Where is Cezanne?<br>Where is Velasquez?<br>Nevertheless good choices.
818,I have seen 5! Plus I have seen Salvator Mundi! A great moment in my life.
819,Crazy! I thought The Scream was Van Gogh!
820,The Netherlands represent: 3 paitings for such a small nation.
821,moonk not moonch.
822,GREAT. GREAT. GREAT.  . . . . . . . . . . . . . . . . . . . . . .  . . . .................
823,Spoliarium
824,"At the expense of sounding ignorant. In my opinion most of these famous paintings are not good pieces of art work at all (some are) I think they are famous for various other reasons and influencers. However, i can appreciate their timeless beauty and value. Everyone has a different opinion or perception of art and i tend to be slightly against the mainstream. It would be interesting to see someone comment on this. And i respect people who appreciate this kind of art. I am more into realism style, and art that emanate highly evolved creative abilities."
825,Ang papanget
826,Artist VK Gharu
827,Beautiful paintings. I miss &quot;the Trinity&quot; by Anton Rubljev. And some Aborigine art.
828,M.C.Escher should have at least one in here.
829,Wow so beautiful.. I can imagine how it is more beautiful when i see it personally in its flesh
830,"I have been fortunate to have seen all of these, all in their home museums, and most multiple times on exhibition tours. Art is so much fun and these are certainly some of the most iconic works in history. Nicely voiced over too. Well done."
831,"Three of these are Dutch. Also recognized around the world are Escher, Mondrian and Hieronymus Bosch.<br>Might it be, because the Dutch love big windows and are thus clearly visually orientated?<br>Because I bet you can&#39;t name a world famous Dutch musician other than DJ&#39;s.  ;) <br>And the Irish with their dark little houses with little windows? We all know some of their writers and singers.<br>So context creates culture, culture creates art."
832,"Love art ,I took 2years commercial art, and 1year of art in college. I am a spectator for art, painting and <br>Medium of artist."
833,Best City Is<br>RAWALPINDI <br>KARACHI<br>MUMBAI<br>HYDERABAD <br>LAHORE<br>ISLAMABAD<br>KOLKATA<br>GUJRANWALA<br>DHAKA<br>HYDERABAD DECCAN<br>PESHAWAR<br>NOIDA<br>DELHI<br>JALALANDHAR<br>FAISLABAD<br>PATNA<br>RAHIM YAR KHAN<br>NAGPUR
834,As an Indian Bangalore and Kolkata is better than jaipur
835,Im iranian 😭😭😭😭😭😭 i hate my country. Why was i born in iran.
836,🇧🇩🇧🇩🇧🇩🇧🇩🤙🇧🇩
837,Is the best place 😊
838,"India has many better cities in south India , North East and hill stations . <br>They are not large as metro but clean with greenery and culture."
839,Welcome to Thailand 🇹🇭 ❤️
840,God bless all Asian countries they all beautiful and very clean
841,Matatan Ribirin Hs.ᕦ⊙෴⊙ᕤ RD 🤔
842,Where is dhaka
843,Thank you so much for sharing the capital city of Cambodia 🇰🇭 Phnom Penh is really has many beautiful places to visit and now it has more developed. Don’t miss to visit Phnom Penh guys 😅🥰 Sorry for my English 😄🥰
844,Where jakarta????
845,"<a href=""https://www.youtube.com/watch?v=VoBBHAw4EuU&amp;t=01m09s"">01:09</a> #25 Luang Prabang<br><a href=""https://www.youtube.com/watch?v=VoBBHAw4EuU&amp;t=02m27s"">02:27</a> #24 Bukhara<br><a href=""https://www.youtube.com/watch?v=VoBBHAw4EuU&amp;t=03m40s"">03:40</a> #23 Mumbai<br><a href=""https://www.youtube.com/watch?v=VoBBHAw4EuU&amp;t=04m50s"">04:50</a> #22 Manila - VISITED<br><a href=""https://www.youtube.com/watch?v=VoBBHAw4EuU&amp;t=05m56s"">05:56</a> #21 Taipei<br><a href=""https://www.youtube.com/watch?v=VoBBHAw4EuU&amp;t=07m14s"">07:14</a> #20 Xi&#39;an <br><a href=""https://www.youtube.com/watch?v=VoBBHAw4EuU&amp;t=08m24s"">08:24</a> #19 Kathmandu - VISITED<br><a href=""https://www.youtube.com/watch?v=VoBBHAw4EuU&amp;t=09m39s"">09:39</a> #18 Phnom Penh<br><a href=""https://www.youtube.com/watch?v=VoBBHAw4EuU&amp;t=11m03s"">11:03</a> #17 Chiang Mai - VISITED<br><a href=""https://www.youtube.com/watch?v=VoBBHAw4EuU&amp;t=12m26s"">12:26</a> #16 Jerusalem<br><a href=""https://www.youtube.com/watch?v=VoBBHAw4EuU&amp;t=13m51s"">13:51</a> #15 Hanoi<br><a href=""https://www.youtube.com/watch?v=VoBBHAw4EuU&amp;t=15m22s"">15:22</a> #14 Kyoto<br><a href=""https://www.youtube.com/watch?v=VoBBHAw4EuU&amp;t=16m52s"">16:52</a> #13 Jaipur <br><a href=""https://www.youtube.com/watch?v=VoBBHAw4EuU&amp;t=18m15s"">18:15</a> #12 Shanghai<br><a href=""https://www.youtube.com/watch?v=VoBBHAw4EuU&amp;t=19m45s"">19:45</a> #11 Ho Chi Minh City - VISITED<br><a href=""https://www.youtube.com/watch?v=VoBBHAw4EuU&amp;t=21m27s"">21:27</a> #10 Agra <br><a href=""https://www.youtube.com/watch?v=VoBBHAw4EuU&amp;t=22m53s"">22:53</a> #9 Seoul - VISITED<br><a href=""https://www.youtube.com/watch?v=VoBBHAw4EuU&amp;t=24m24s"">24:24</a> #8 Delhi<br><a href=""https://www.youtube.com/watch?v=VoBBHAw4EuU&amp;t=25m42s"">25:42</a> #7 Kuala Lumpur - VISITED<br><a href=""https://www.youtube.com/watch?v=VoBBHAw4EuU&amp;t=27m11s"">27:11</a> #6 Beijing<br><a href=""https://www.youtube.com/watch?v=VoBBHAw4EuU&amp;t=28m40s"">28:40</a> #5 Tokyo - VISITED<br><a href=""https://www.youtube.com/watch?v=VoBBHAw4EuU&amp;t=29m57s"">29:57</a> #4 Dubai <br><a href=""https://www.youtube.com/watch?v=VoBBHAw4EuU&amp;t=31m36s"">31:36</a> #3 Singapore - VISITED<br><a href=""https://www.youtube.com/watch?v=VoBBHAw4EuU&amp;t=33m11s"">33:11</a> #2 Hong Kong - VISITED<br><a href=""https://www.youtube.com/watch?v=VoBBHAw4EuU&amp;t=34m36s"">34:36</a> #1 Bangkok - VISITED<br><br>Out of 25 Asian Cities featured, I have visited 5 - Manila, Ho Chi Minh City, Beijing, Hong Kong and Bangkok."
846,Manila👍Bangkok👍Tokyo👍
847,It&#39;s great to hear &quot;The Pearl of the Orient&quot; is being used in videos like this because even most of the Filipinos is forgetting it.
848,nestle189:€€€€
849,nikka
850,I like flight Seoul and Tokyo.
851,north
852,#8 DELHI<br>#10 AGRA<br>#13 JAIPUR<br>#23 MUMBAI<br>       ~ Proud to be INDIAN❤✨
853,"<a href=""https://www.youtube.com/watch?v=RwPQQ6I7LE4&amp;t=12m20s"">12:20</a> 💪🏻Moroccan 🇲🇦 architecture ⬆️"
854,"Not sure how the Palace of Catherine the Great gets left off this list, unless it is just too close to St. Petersburg and the Winter Palace/Hermitage, but it should be at least an honorable mention."
855,Caserta palace? The Vatican?
856,Dolmabahçe palace better than all palaces
857,This vid is not ranked coz all palaces are beautiful 🏯🏰
858,👍👍👍
859,Deutsch Post Bank kriminell
860,Forbidden palace as no.1  ? <br>your viewpoint must be sponsored by China.
861,God bless us and filled us with God spirit. Thanks God
862,"None of the palaces in the list are more beautiful than Mysore Palace and Umaid Bhawan Palace in India. And Peterof Palace is more beautiful than Winter Palace in reality. Agree that Forbiden palace is the largest palace complex in the world but I doubt is the most beautiful. I dont mind to give top position to Palace of Varsales or even Patiola palce though. By the way, Hava Mahal is not even a seperate palace but is just a part of Jaipur city palace complex."
863,England had such economic might for centuries and built some of the most boring palaces and landscapes. If you&#39;re going to colonize the world at least build something impressive and imaginative with that stolen wealth!
864,You missed Mysore palace..which highest tourist visited palace in the world!!
865,Police 🚨🚨🚨🚨🚨🚨Raub Kopie
866,Nada de japon??😢😢😢
867,Been there 7 out of 12!
868,"Peterof, Mysore palace, Tajpalace, Gwalior palace, and udaipur palace, need to be in this list"
869,Beau content..thanks for very luvly posting
870,"Sorry, you picked the wrong place in India.  Should have been the Taj Mahal, sort of a palace for a dead person"
871,Hi teacher did we go see teacher 👩🏻‍🏫 I get off the phone 📱 was that a
872,"I love magnificent glorious palaces. My favorites are Buckingham Palace, Palace of the popes, Grand Palace in Thailand, the palace in Loire Valley Valley in France, French palace at Versailles, and Alhambra in Spain. They&#39;re so historical."
873,When u visit baalbek you will explore the greatnes of this empire
874,Pretty nice video; just think Patheon should be nr1. I would love to see Baalbek.
875,"What is amazing is the Roman economy at the time would have been massive to be able to finance and construct projects like we see here , the skills and trades on hand to do these massive construction projects would have been impressive back then and equally impressive today ."
876,My favourite country is Romania.I want to go Romania for visit.Romanians people is very beautiful and Honest.
877,"Where is Pompeii,Palmyra?"
878,Nothing against this rating... But Piazza Armerina?
879,They knew how to build to last!
880,"Lol, where&#39;s Hagia Sophia?"
881,"<a href=""https://youtu.be/edgwa9hUthk"">https://youtu.be/edgwa9hUthk</a>"
882,I wonder how you missed The Roman Τheater of Bosra or the Roman Theater of Palmyra in Syria!
883,I wish I was born in Europe instead of USA cause Europe is more beautiful to me no offense
884,Romes greatest building and engineering monuments were its roads.
885,Geez. Almost all of the Segovia aqueduct is made of stone and doesn&#39;t feature &quot;brickwork&quot;.
886,Its so sad so many of these buildings have been destroyed and ransaked over the centuries.
887,"Terrific. Great video, and thanks. These structures have withstood centuries of weather, pilfering for building materials, and the ravages of wars.<br>Now.... how do you think these huge structures were built?<br>Wait for it...<br>Slave labor. <br>That’s right. By slaves. The Romans regularly used males captured in war or simply taken from regions not part of the Empire, shipped them around the Empire, and used them to build the amazing structures that we marvel at today. Oh sure, there were building contractors, just as there are today, but the labor force? Slaves.<br>Don’t get this confused with structures built by the Army like Hadrian’s Wall in Britain, and the outlying nodes of their incredible road networks. Those projects were assigned to the Legions. But the majority of the enormous temples, aqueducts, arenas, and other structures? By slaves.<br>So hey, “Progressives”, get busy tearing down everything Roman you can get your hands on, and cancel the entire history of Rome."
888,Excellent Covid material . . . thanks!
889,Great vid..thanks for posting
890,"Have been to all but 2, 9, and 10.   Guess it is time to plan a trip to Spain and Lebanon"
891,For centuries the Romans strode across the &quot;known world&quot; like a  Colossus. Their empire is now long gone with only relics and ruins for tourists to gape at. So much for Roman &quot;exceptionalism&quot;. You may draw your own conclusions...
892,I am Spartacus.
893,"Hmmm, I really like Lake Bled. Can you make a video about it??? I really enjoyed your videos!!!"
